7%Customer#000000007%8OkMVLQ1dK6Mbu6WG9%CHINA    0%CHINA          %
19%Customer#000000019%yO0XPkiuSWk0vN Ffc%CHINA    3%CHINA          %
20%Customer#000000020%i bGScA%RUSSIA   0%RUSSIA         %
25%Customer#000000025%kBSktmaKkjm28%JAPAN    8%JAPAN          %
26%Customer#000000026%TFH OW1Me%RUSSIA   5%RUSSIA         %
29%Customer#000000029% hVQNzLtqGpgUXNMY0wl%ALGERIA  4%ALGERIA        %
36%Customer#000000036%Y7wosIxbsBi,0%VIETNAM  3%VIETNAM        %
38%Customer#000000038%RVmMVNRVUSaS%JAPAN    7%JAPAN          %
48%Customer#000000048%076rIcJpxB%ALGERIA  8%ALGERIA        %
51%Customer#000000051%y90vmRI%JAPAN    7%JAPAN          %
57%Customer#000000057%ST32P xc%VIETNAM  4%VIETNAM        %
60%Customer#000000060%mtCNJIveoJ 1%JAPAN    0%JAPAN          %
63%Customer#000000063%j398B644%VIETNAM  5%VIETNAM        %
66%Customer#000000066%4PzmA4jZm7Q%RUSSIA   4%RUSSIA         %
68%Customer#000000068%DSqIPPo9G3xa%JAPAN    0%JAPAN          %
70%Customer#000000070%FlCviyJDjHCYkHoJ22Qw%RUSSIA   0%RUSSIA         %
73%Customer#000000073%TiJiuAMxW6L%ALGERIA  2%ALGERIA        %
75%Customer#000000075%oJrUH20Ovu5fgaLa%CHINA    5%CHINA          %
76%Customer#000000076%FXzPoxHecjuQcCLk%ALGERIA  4%ALGERIA        %
80%Customer#000000080%h0wy3CS%ALGERIA  7%ALGERIA        %
82%Customer#000000082%tJkXm2PQBWPRRYk%CHINA    1%CHINA          %
83%Customer#000000083%kDJ7dqVuBD9lY,hqjW2%RUSSIA   0%RUSSIA         %
86%Customer#000000086%78Umklj3P783bfR%ALGERIA  6%ALGERIA        %
98%Customer#000000098%UtIJM4d8Bxn%JAPAN    8%JAPAN          %
111%Customer#000000111%pp8Pbuc49CAFCHY8p%RUSSIA   9%RUSSIA         %
113%Customer#000000113%NQcFV7p3iwO2VT LFQ%JAPAN    5%JAPAN          %
118%Customer#000000118%d5DlxktKgR%CHINA    2%CHINA          %
